|223.196.196.134|GET|/.env|{}|{}|{"b":10,"bv":"81.0.4044.129","o":24,"ov":"x86_64","d":"","v":"","c":2,"i":""}
|localhost:4500|POST|/apiv1/inventory/updatebbnlboxinvntrydtls|{"data":{"adhr_nu":592339892061,"actvn_dt":null,"agnt_id":147000262,"apsf_unq_id":0,"apsfl_bbnl":4,"blng_cntct_nm":"","blng_cycle_id":0,"blng_dstrct_id":3,"blng_eml1_tx":"","blng_house_flat_no":"13-1370","blng_lnd_nu":null,"blng_lcly_tx":"Arilova ","blng_mndl_id":28,"blng_buildingname":"Arilova ","blng_pn_cd":530040,"blng_ste_id":0,"blng_std_cd":891,"blng_streetname":"vikalangula colony ","blng_vlge_id":18081,"blble_caf_in":0,"caf_type_id":1,"cnctn_sts_id":1,"cst_at":"291.00","cpe_pop_id":82,"crnt_caf_sts_id":1,"crnt_pckge_id":"80","custInfo":{"adhr_nu":592339892061,"actvn_dt":null,"apsfl_bbnl":4,"blng_cntct_nm":"","blng_dstrct_id":3,"blng_eml1_tx":"","blng_house_flat_no":"13-1370","blng_lnd_nu":null,"blng_lcly_tx":"Arilova ","blng_mndl_id":28,"blng_buildingname":"Arilova ","blng_pn_cd":530040,"blng_ste_id":1,"blng_std_cd":891,"blng_streetname":"vikalangula colony ","blng_vlge_id":18081,"custmrTyp":"","dob_dt":"1992-07-14","frst_nm":"shiva","frqncy_id":1,"gndr_id":1,"instl_buildingname":"Arilova ","instl_chk_ind":false,"instl_house_flat_no":"13-1370","instl_pincode":530040,"instl_state":1,"instl_streetname":"vikalangula colony ","lst_nm":"surapathi","loc_dstrct_id":3,"loc_eml1_tx":"","loc_lnd_nu":null,"loc_lmdle1_nu":"9581249293","loc_lcly_tx":"Arilova ","loc_mndl_id":28,"loc_std_cd":891,"loc_vlge_id":18081,"mdlr_nm":"","mbl_nu":9581249293,"pan_nu":"","pop_id":82,"rltve_nm":"","tle_nm":"Mr"},"custmrTyp":"","dob_dt":"1992-07-14","dprmnt_id":0,"efcte_dt":"2018-04-19","enty_sts_id":1,"expry_dt":"9999-12-31","frst_nm":"shiva","frqncy_id":1,"gndr_id":1,"inst_amt":"","instl_buildingname":"Arilova ","instl_chk_ind":true,"instl_house_flat_no":"13-1370","instl_pincode":530040,"instl_state":1,"instl_streetname":"vikalangula colony ","iptv_bx_amt":null,"iptv_bx_emi":"0","iptv_bx_own":"Yes","iptv_bx_srl_num":"mk4rrrg431c3501","iptv_bx_up_amt":"0","iptv_mac_addr_tx":"9C:65:EE:4A:0B:9C","iptv_mdl":"IPTV Basic Box-UPF:0","iptv_stpbx_id":956021436,"lst_nm":"surapathi","lat":0,"lvl1_slt":1,"lvl2_slt":1,"lvl3_slt":6,"lg_id":"lag::","loc_eml1_tx":"","loc_lmdle1_nu":"9581249293","loc_lcly_tx":"Arilova ","loc_dstrct_id":3,"loc_lnd_nu":null,"loc_mndl_id":28,"loc_std_cd":891,"loc_vlge_id":18081,"lng":0,"mdlr_nm":"","mbl_nu":"9581249293","olt_acs_nde_id":"194211","olt_crd_nu":1,"olt_id":40000002,"olt_ip_addr_tx":"172.16.194.211","olt_prt_nm":11,"olt_prt_id":41000038,"olt_prt_splt_tx":"1-1-6","olt_srl_nu":"MK8R0OG388A0150","onu_amt":"50","onu_emi":"50","onu_id":6,"onu_mac_addr_tx":"9C:65:EE:42:B4:49","onu_mdl":"DSN-COMBO","onu_own":0,"onu_srl_nu":"dsnw2642b448","onu_stpbx_id":956021458,"onu_up_frmt_amt":"0","orgsn_cd":"","pan_nu":"","pop_id":82,"prnt_cstmr_id":0,"prv_Dtls":{"accessId":"9c65.ee42.b4499c65.ee42.b449","address":"13-1370,vikalangula colony ,Arilova ","admin":"1","card":1,"contactno":"9581249293","countryCode":"INDIA","countryISO2":"IN","districtCode":"Visakhapatnam","downstreamTrafficProfileName":" ","emailid":"","fec":"true","firstname":"shiva","fup":"7Mbps_UP_20Mbps_DOWN","identityProofId":0,"ipAddress":"172.16.194.211","lastname":"surapathi","mandal":"Visakapatnam","name":"","nativeVlan":false,"networkServiceName":"HSI","olt_srl_nu":"MK8R0OG388A0150","onuId":6,"partnerCode":"LMO2002661","profileName":"DSN-COMBO","registerType":"1","serialNumber":"44534E572642B448","srvcs":[{"chrge_at":246.61,"cre_srvce_id":1,"gst_at":44.39,"srvcpk_id":12,"srvcpk_nm":"20Mbps-150GB-2Mbps"},{"chrge_at":0,"cre_srvce_id":2,"gst_at":0,"srvcpk_id":62,"srvcpk_nm":"Free To Air"}],"stateCode":"AP","swUpgradeMode":"2","tp":11,"tps":["2"],"upstreamTrafficProfileName":"APSFL_7mbps 4474","village":"ARILOVA","aghra_cd":"172.16.194.211-1-19-6-HSI","adjstdPrt":19,"aaa_cd":"lag:194211:1:11:6","crps_mdlwr_in":1,"ds_mdlwr_in":1,"vndr":1,"ztevlan":null,"iptv_crnt_pckge_id":"80","newFup":"7Mbps_UP_20Mbps_DOWN","servicepacks":[{"servicepack":"Free To Air","expirydate":"29991231"}],"ZTEstatus":false,"adhr_nu":592339892061,"actvn_dt":null,"agnt_id":147000262,"apsf_unq_id":0,"apsfl_bbnl":4,"blng_cntct_nm":"","blng_cycle_id":0,"blng_dstrct_id":3,"blng_eml1_tx":"","blng_house_flat_no":"13-1370","blng_lnd_nu":null,"blng_lcly_tx":"Arilova ","blng_mndl_id":28,"blng_buildingname":"Arilova ","blng_pn_cd":530040,"blng_ste_id":0,"blng_std_cd":891,"blng_streetname":"vikalangula colony ","blng_vlge_id":18081,"blble_caf_in":0,"caf_type_id":1,"cnctn_sts_id":1,"cst_at":"291.00","cpe_pop_id":82,"crnt_caf_sts_id":1,"crnt_pckge_id":"80","custInfo":{"adhr_nu":592339892061,"actvn_dt":null,"apsfl_bbnl":4,"blng_cntct_nm":"","blng_dstrct_id":3,"blng_eml1_tx":"","blng_house_flat_no":"13-1370","blng_lnd_nu":null,"blng_lcly_tx":"Arilova ","blng_mndl_id":28,"blng_buildingname":"Arilova ","blng_pn_cd":530040,"blng_ste_id":1,"blng_std_cd":891,"blng_streetname":"vikalangula colony ","blng_vlge_id":18081,"custmrTyp":"","dob_dt":"1992-07-14","frst_nm":"shiva","frqncy_id":1,"gndr_id":1,"instl_buildingname":"Arilova ","instl_chk_ind":false,"instl_house_flat_no":"13-1370","instl_pincode":530040,"instl_state":1,"instl_streetname":"vikalangula colony ","lst_nm":"surapathi","loc_dstrct_id":3,"loc_eml1_tx":"","loc_lnd_nu":null,"loc_lmdle1_nu":"9581249293","loc_lcly_tx":"Arilova ","loc_mndl_id":28,"loc_std_cd":891,"loc_vlge_id":18081,"mdlr_nm":"","mbl_nu":9581249293,"pan_nu":"","pop_id":82,"rltve_nm":"","tle_nm":"Mr"},"custmrTyp":"","dob_dt":"1992-07-14","dprmnt_id":0,"efcte_dt":"2018-04-19","enty_sts_id":1,"expry_dt":"9999-12-31","frst_nm":"shiva","frqncy_id":1,"gndr_id":1,"inst_amt":"","instl_buildingname":"Arilova ","instl_chk_ind":true,"instl_house_flat_no":"13-1370","instl_pincode":530040,"instl_state":1,"instl_streetname":"vikalangula colony ","iptv_bx_amt":null,"iptv_bx_emi":"0","iptv_bx_own":"Yes","iptv_bx_srl_num":"mk4rrrg431c3501","iptv_bx_up_amt":"0","iptv_mac_addr_tx":"9C:65:EE:4A:0B:9C","iptv_mdl":"IPTV Basic Box-UPF:0","iptv_stpbx_id":956021436,"lst_nm":"surapathi","lat":0,"lvl1_slt":1,"lvl2_slt":1,"lvl3_slt":6,"lg_id":"lag::","loc_eml1_tx":"","loc_lmdle1_nu":"9581249293","loc_lcly_tx":"Arilova ","loc_dstrct_id":3,"loc_lnd_nu":null,"loc_mndl_id":28,"loc_std_cd":891,"loc_vlge_id":18081,"lng":0,"mdlr_nm":"","mbl_nu":"9581249293","olt_acs_nde_id":"194211","olt_crd_nu":1,"olt_id":40000002,"olt_ip_addr_tx":"172.16.194.211","olt_prt_nm":11,"olt_prt_id":41000038,"olt_prt_splt_tx":"1-1-6","onu_amt":"50","onu_emi":"50","onu_id":6,"onu_mac_addr_tx":"9C:65:EE:42:B4:49","onu_mdl":"DSN-COMBO","onu_own":0,"onu_srl_nu":"dsnw2642b448","onu_stpbx_id":956021458,"onu_up_frmt_amt":"0","orgsn_cd":"","pan_nu":"","pop_id":82,"prnt_cstmr_id":0,"prv_Dtls":"[Circular ~.data.prv_Dtls]","rltve_nm":"","splt_id":55012933,"status":1,"tel_cns":"0","tle_nm":"Mr","aghora_cd":"172.16.194.211-1-19-6","prpd_in":1,"hsi_prfl_tx":"7Mbps_UP_20Mbps_DOWN","ott_pckge_nm":null,"ott_price":null,"cafNumber":200267101},"rltve_nm":"","splt_id":55012933,"status":1,"tel_cns":"0","tle_nm":"Mr","aghra_cd":"172.16.194.211-1-19-6-HSI","aghora_cd":"172.16.194.211-1-19-6","aaa_cd":"lag:194211:1:11:6","prpd_in":1,"hsi_prfl_tx":"7Mbps_UP_20Mbps_DOWN"},"caf_id":200267101,"user":{"frst_nm":"S. SHIVA","pswrd_encrd_tx":"7c222fb2927d828af22f592134e8932480637c0d","wallet_flag":1,"prpd_flag":1,"lst_nm":"","mrcht_id":1,"mrcht_nm":"Dreamstep Software Innovations","mrcht_usr_id":155000693,"pwd_chngd_in":0,"chng_lg_in":0,"hyrchy_id":1,"hyrchy_grp_id":1,"admn_in":0,"mrcht_usr_nm":"LMO2002661","mbl_nu":8686126891,"orgn_id":0,"dprts_id":0,"dsgn_id":0,"usr_ctgry_nm":"LMO","usr_ctgry_id":8,"usr_ctgry_ky":147000262,"sde_mnu_prfl_id":2000001,"mnu_prfle_id":5,"rpt_prfle_id":41,"stp_prfle_id":23,"app":"app","cmpnt_id":2,"user_id":155000693,"aud":"http://dreamstep.com","iss":"Dreamstep","sub":"155000693_user","iat":1703992578,"exp":1704003378,"jti":"11"}}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"200003-JILLELLAMUDI GP","mobile_num":"8523064793,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.215.45"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"203584-ENAMADALA GP","mobile_num":"8977945137,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.201.185"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"234926-DEVARAJUGATTU GP","mobile_num":"9121106816,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.216.243"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"200237-KOMMURU GP","mobile_num":"9121101448,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.215.171"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"235004-OBULAPURAM GP","mobile_num":"9121106816,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.216.205"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"235007-ADHIMURTHIPALLI GP","mobile_num":"9121106816,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.216.235"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"200074-SRIRANGAPURAM GP","mobile_num":"9121101448,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.202.69"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"200086-Gullapalli GP","mobile_num":"8523064793,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.215.193"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212652-UDDAVOLU GP","mobile_num":"9000505845,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.210.175"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212218-POTNURU GP","mobile_num":"9121106939,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.211.127"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"202973-PERIKEEDU GP","mobile_num":"8977945137,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.214.113"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"202963-ARUGOLANU GP","mobile_num":"8977945137,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.214.161"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"211884-LAKKAVARAM GP","mobile_num":"9395144391,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.211.45"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212833-GOTIVADA GP","mobile_num":"9000505845,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.17.129.23"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"204347-YERRAGUDI GP","mobile_num":"9121101449,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.208.117"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"234974-YENDRAPALLI GP","mobile_num":"9121106816,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.206.45"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"234973-KOMAROLU GP","mobile_num":"9121106816,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.206.29"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"289609-KAASIKUNTA THANDA GP","mobile_num":"9121106816,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.206.47"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"214766-KATAKOTESWARAM GP","mobile_num":"9154970475,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.200.227"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"199994-APPIKATLA GP","mobile_num":"8523064793,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.215.223"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"200014-CHUNDURUPALLI GP","mobile_num":"8523064793,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.215.221"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"200584-MUNAGAPADU GP","mobile_num":"9121101448,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.215.251"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212842-Neelakantapuram GP","mobile_num":"9000505845,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.17.129.151"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"200068-GODAVARRU GP","mobile_num":"9121101448,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.215.227"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"196136-KUMMARAVANDLA_PALLI GP","mobile_num":"9154143286,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.206.107"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
